"","lrscale","trstep","trstun","stfdem","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","atcherp","rlgdgr","ipeqopt","ipudrst","ipstrgv","impenv","imptrad","gndr","prtclcgb","agea"
"734",1,1,1,NA,5,2,4,4,5,NA,1,1,2,3,3,3,4,1,1,1,1,2,1,1,NA,81
"735",3,3,3,3,3,2,2,4,2,4,2,2,3,3,3,3,3,3,1,1,1,1,2,2,NA,27
"736",NA,1,3,1,1,1,1,5,1,NA,1,1,1,4,5,4,2,2,1,1,1,1,1,2,NA,65
"737",4,3,3,3,3,2,2,4,3,1,2,2,2,4,4,3,4,3,2,2,1,1,1,1,1,82
"738",3,3,3,4,4,2,2,3,2,2,2,2,2,3,4,3,3,4,1,1,1,1,1,2,NA,47
"739",4,5,5,5,5,2,3,2,5,4,2,2,4,5,5,5,3,5,2,2,2,1,2,2,1,32
"740",4,3,2,4,4,2,1,4,4,2,1,2,2,4,3,3,3,1,2,2,3,3,3,1,NA,41
"741",3,3,4,4,3,5,2,4,4,1,2,2,2,3,3,3,2,3,2,3,3,1,1,2,3,70
"742",4,2,3,4,4,2,2,3,3,3,2,2,2,4,4,3,3,4,1,1,1,1,1,1,9,83
"743",3,3,3,3,3,2,1,5,2,3,2,2,2,3,3,3,3,3,1,1,1,1,2,1,2,39
"744",NA,1,1,NA,3,1,5,1,5,NA,2,2,2,4,4,4,3,5,2,2,2,1,1,2,NA,52
"745",2,1,2,3,4,1,1,5,1,2,4,4,4,3,3,2,2,5,1,1,1,1,1,2,NA,67
"746",NA,2,3,3,3,3,3,4,3,3,2,2,2,3,2,2,1,1,1,2,1,2,2,1,NA,42
"747",3,1,1,2,4,3,1,5,3,1,2,2,2,1,1,1,1,3,1,1,1,1,1,2,NA,69
"748",3,4,4,4,4,1,2,5,2,3,2,2,2,4,4,4,3,1,1,2,2,1,2,1,NA,49
"749",3,3,3,4,3,3,1,5,4,1,3,3,3,3,2,2,1,4,2,1,1,2,3,1,NA,80
"750",3,1,4,3,4,3,2,4,2,1,2,2,2,4,3,3,3,4,1,1,1,1,1,1,2,37
"751",3,1,2,3,1,2,2,4,2,2,2,2,3,2,2,1,2,2,1,3,1,1,2,2,NA,58
"752",2,4,5,5,5,4,2,4,3,5,1,1,2,5,5,4,4,1,2,1,1,2,3,1,2,54
"753",3,1,3,2,4,2,2,4,3,3,2,2,NA,2,2,3,3,3,2,1,2,1,2,2,NA,77
"754",3,3,3,3,5,2,3,1,4,4,2,2,2,4,4,4,4,5,1,1,1,1,1,1,NA,55
"755",3,5,5,3,3,2,2,3,5,3,1,2,2,4,4,3,3,4,1,1,2,1,1,1,4,28
"756",3,3,3,4,4,2,2,4,2,4,2,2,2,4,4,4,2,1,1,1,1,3,3,1,2,26
"757",3,3,5,5,5,2,1,5,1,3,1,1,1,5,5,5,4,4,2,1,2,1,1,2,3,58
"758",3,1,2,1,3,2,1,4,2,1,1,1,2,3,4,4,2,1,2,1,1,2,2,1,2,28
"759",4,3,3,4,4,2,2,4,2,4,2,2,3,4,4,4,2,1,2,2,1,2,2,1,1,47
"760",3,4,4,4,3,4,1,5,1,4,1,1,1,4,4,5,4,4,1,1,1,2,2,2,NA,37
"761",3,1,NA,2,3,3,2,4,3,1,2,2,2,3,3,3,1,1,1,2,2,2,3,1,NA,63
"762",2,NA,NA,4,4,1,2,4,3,NA,2,2,2,3,4,3,4,1,2,1,1,1,2,2,2,73
"763",4,1,3,3,3,4,2,4,5,1,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,61
"764",3,2,3,4,4,2,2,4,2,1,1,2,3,4,2,3,2,3,1,1,1,2,1,1,1,71
"765",3,4,4,5,3,3,2,5,5,5,1,2,4,5,4,4,5,5,3,2,2,2,2,2,NA,40
"766",4,1,5,5,5,2,3,4,5,1,2,3,4,1,3,1,1,1,1,1,3,1,2,1,1,90
"767",3,NA,NA,3,4,2,2,4,2,3,1,1,1,4,5,3,3,2,1,1,1,2,1,1,NA,20
"768",4,3,4,5,3,2,2,3,2,1,2,3,4,2,4,3,4,1,2,1,2,1,2,1,1,40
"769",3,1,1,1,2,2,2,4,2,1,2,2,3,3,1,4,3,1,1,1,1,1,1,1,NA,61
"770",3,3,4,2,4,2,2,4,2,4,2,2,2,4,5,4,3,2,1,1,1,1,2,1,NA,44
"771",2,3,4,3,3,2,1,5,2,3,2,2,2,4,3,4,3,3,1,1,1,1,2,2,NA,36
"772",2,3,4,2,4,2,1,5,1,3,1,1,1,4,3,4,3,3,1,1,1,2,3,1,2,46
"773",3,3,4,3,2,2,2,4,2,2,2,2,2,4,2,3,2,1,1,1,1,1,3,1,NA,45
"774",3,1,1,3,4,3,3,2,4,3,3,3,3,2,3,2,3,3,3,2,NA,2,3,1,1,75
"775",3,3,3,3,4,4,1,5,1,1,2,2,3,3,3,3,2,3,2,1,1,2,1,1,1,62
"776",4,2,3,4,4,2,2,4,3,3,2,3,2,4,4,4,4,4,1,1,1,1,1,1,1,83
"777",NA,3,4,4,4,4,2,5,4,1,2,2,2,3,3,3,3,3,3,1,1,1,1,1,NA,66
"778",4,3,4,3,3,4,1,5,1,2,2,2,2,4,3,3,3,3,1,1,1,2,3,2,NA,54
"779",3,2,3,4,3,1,1,4,3,1,2,2,2,3,3,3,3,4,2,1,1,1,1,2,NA,68
"780",2,3,3,2,4,2,1,5,2,3,1,1,1,3,4,4,4,4,1,1,2,1,2,2,2,66
"781",3,1,4,3,3,4,2,4,4,1,3,3,3,1,3,2,1,3,1,1,1,1,1,1,1,59
"782",NA,1,3,4,5,3,2,4,4,3,1,3,NA,4,NA,NA,1,3,3,NA,NA,1,1,2,1,75
"783",4,1,3,NA,3,2,3,4,3,NA,2,3,2,3,3,3,1,3,1,1,1,1,1,2,NA,75
"784",1,1,1,1,1,1,1,5,1,3,NA,NA,3,3,3,3,2,2,2,2,1,2,3,2,2,41
"785",2,1,2,1,1,2,2,4,3,1,3,3,3,3,1,2,3,3,1,1,1,1,1,1,NA,50
"786",3,3,3,5,3,4,4,2,4,3,3,2,2,4,3,5,4,4,1,1,1,1,1,2,NA,35
"787",NA,1,1,3,3,4,2,3,3,3,2,2,2,3,4,3,3,2,1,1,1,1,2,2,NA,52
"788",3,1,3,3,3,2,3,3,5,1,2,2,3,3,4,3,2,4,2,1,1,2,1,1,1,77
"789",2,2,2,3,1,2,1,5,1,2,1,1,1,5,4,4,3,1,1,1,1,1,3,2,2,17
"790",5,3,3,4,4,2,2,3,3,3,2,3,3,4,4,3,4,5,1,1,1,1,1,2,1,89
"791",3,3,3,3,3,2,2,5,1,3,1,1,1,3,3,3,3,1,1,2,2,2,3,2,NA,19
"792",3,2,3,2,4,2,1,5,1,3,2,2,2,3,4,4,3,2,1,1,2,1,2,2,NA,41
"793",NA,1,NA,NA,2,1,1,5,2,NA,2,2,2,3,3,3,3,1,NA,1,3,1,3,2,NA,44
"794",3,3,3,4,4,2,2,4,3,2,2,2,3,3,4,3,3,3,2,2,1,1,2,1,2,33
"795",3,4,4,4,4,2,2,5,2,3,1,2,2,4,4,4,4,2,2,2,1,2,2,2,NA,62
"796",2,4,4,3,4,2,1,5,1,5,1,1,1,4,5,4,5,1,1,2,3,1,3,2,4,30
"797",3,3,4,3,3,2,2,4,2,4,NA,2,2,4,3,4,4,2,NA,1,1,1,2,2,2,83
"798",4,1,3,4,2,1,2,4,4,2,2,2,2,4,3,3,2,1,2,1,1,1,1,1,NA,87
"799",3,2,3,3,2,1,1,5,1,3,2,2,2,4,3,3,2,1,1,1,1,1,2,1,4,20
"800",4,3,3,5,5,3,1,5,2,1,2,2,2,4,4,4,3,1,2,1,1,1,1,1,NA,68
"801",3,4,4,4,5,3,1,5,1,4,1,1,1,4,5,5,4,3,1,1,2,1,2,2,NA,45
"802",3,2,2,3,2,2,1,5,1,3,1,1,2,4,4,4,3,1,1,1,1,1,1,1,2,29
"803",3,3,3,3,4,2,2,5,2,3,2,2,2,4,4,4,3,4,1,1,2,2,2,2,NA,41
"804",1,5,5,1,1,1,1,5,1,4,1,1,1,5,5,5,4,4,1,1,3,1,2,2,12,54
"805",3,3,4,4,5,1,2,5,1,3,2,1,2,4,3,4,4,3,1,1,1,2,2,2,NA,16
"806",3,5,3,3,3,1,3,3,3,1,2,2,2,3,3,3,3,1,2,2,1,1,3,2,NA,60
"807",3,4,4,4,4,3,2,4,3,1,2,2,2,4,3,3,2,1,1,1,1,1,2,1,1,55
"808",4,3,3,3,3,3,1,4,2,5,2,2,2,4,3,3,3,3,1,1,1,2,2,2,3,55
"809",4,1,1,3,2,1,2,5,2,NA,3,4,4,1,1,1,3,1,1,1,1,1,1,2,NA,58
"810",2,1,2,3,2,4,2,3,3,1,2,3,3,3,3,3,2,1,2,2,2,1,2,2,1,66
"811",4,3,3,2,2,4,2,5,2,3,2,2,2,2,2,2,3,4,3,1,1,1,1,2,1,32
"812",3,4,4,4,5,4,1,5,1,4,1,1,1,4,4,4,4,3,1,1,1,1,2,2,NA,36
"813",2,1,3,2,5,2,1,5,1,3,2,2,2,3,3,3,4,1,1,1,2,1,2,1,2,36
"814",1,NA,NA,NA,4,2,2,4,2,NA,2,2,2,3,3,3,5,1,2,1,1,3,3,2,2,24
"815",2,4,4,4,3,1,2,5,1,4,1,1,1,5,5,5,4,5,1,1,2,1,1,1,2,47
"816",2,1,NA,3,3,2,2,4,2,3,3,2,3,1,2,1,3,3,1,2,1,1,1,1,2,47
"817",5,3,3,5,4,2,2,4,2,3,2,2,2,4,4,4,3,3,1,1,1,1,1,2,2,77
"818",3,NA,1,1,5,3,1,5,2,3,2,3,3,3,2,1,3,3,2,3,1,1,2,1,NA,76
"819",3,2,3,3,5,2,3,4,4,3,2,2,2,3,3,3,3,3,1,1,2,1,2,1,1,80
"820",NA,3,3,4,4,2,3,2,3,3,2,2,2,4,4,4,3,2,NA,NA,NA,NA,NA,1,NA,54
"821",3,3,3,3,4,3,2,4,2,3,3,2,2,3,3,2,3,1,1,1,1,1,1,2,NA,60
"822",4,3,3,3,3,2,2,4,2,3,2,2,2,3,3,4,3,4,1,2,2,1,1,2,NA,86
"823",1,2,2,2,2,2,1,5,2,3,4,4,4,1,1,1,2,3,1,1,2,1,2,2,NA,32
"824",3,3,3,3,4,1,1,5,1,3,1,1,1,4,4,4,3,2,2,1,2,2,3,2,NA,35
"825",3,3,4,3,4,2,2,4,2,3,3,4,2,1,1,1,3,2,1,1,2,1,1,1,NA,21
"826",3,2,2,4,2,2,2,5,2,4,2,2,2,4,4,4,2,1,1,1,2,1,3,1,NA,56
"827",1,1,1,NA,4,2,4,2,4,5,1,1,2,NA,5,NA,1,1,2,1,1,2,2,1,NA,27
"828",3,4,5,4,3,3,3,5,2,3,2,1,2,5,5,5,4,2,1,1,1,2,2,1,NA,19
"829",3,3,4,4,3,2,2,5,3,3,3,3,3,2,3,2,3,1,2,1,1,1,3,1,1,34
"830",4,3,5,5,5,4,1,5,4,3,3,2,2,4,5,4,5,2,1,1,1,1,2,2,NA,77
"831",3,3,3,1,2,2,1,5,1,3,1,1,1,4,4,4,4,1,1,1,1,1,3,2,NA,36
"832",3,1,1,1,4,1,1,3,5,2,3,3,4,1,3,1,4,3,3,1,1,1,1,2,NA,74
"833",3,2,3,3,4,2,2,5,3,3,4,4,4,2,3,3,2,3,1,1,1,1,1,1,2,63
"834",3,3,2,3,4,2,3,5,3,3,2,2,2,3,3,4,3,3,1,1,1,1,2,1,NA,32
"835",3,2,3,3,2,4,2,4,2,4,1,1,1,4,4,4,4,3,1,1,1,1,1,2,NA,31
"836",4,4,4,4,4,3,1,5,2,3,2,2,2,4,4,4,4,4,2,1,2,1,1,2,1,76
"837",NA,1,1,5,5,2,4,1,4,NA,3,3,3,1,NA,2,3,5,1,1,NA,1,1,1,4,68
"838",NA,2,2,NA,3,2,2,5,2,NA,1,1,2,3,3,3,1,1,1,1,3,2,3,1,2,33
"839",4,4,4,3,5,2,1,4,1,4,3,3,2,3,3,3,4,1,1,1,1,1,1,1,2,68
"840",3,3,3,3,4,4,2,5,1,2,3,3,3,3,3,4,3,1,1,1,1,1,2,2,NA,39
"841",2,3,3,3,3,2,2,4,2,3,1,1,1,5,5,5,4,2,1,1,2,1,1,2,13,74
"842",2,1,2,3,4,2,2,5,2,1,2,3,3,4,4,3,3,3,1,2,1,1,3,1,2,62
"843",4,2,2,3,3,1,1,5,4,1,2,3,3,1,1,1,3,1,1,2,1,1,1,2,NA,54
"844",NA,1,1,2,5,2,1,5,5,NA,2,2,2,4,4,4,3,1,2,1,1,2,3,2,1,35
"845",3,1,1,3,4,3,3,3,3,1,NA,NA,NA,NA,NA,NA,3,3,1,1,2,2,2,1,NA,42
"846",3,3,3,3,5,1,1,5,1,3,1,1,1,5,5,5,5,3,1,1,2,1,2,2,4,27
"847",4,2,4,4,5,2,2,4,3,2,2,2,2,4,4,3,3,4,1,2,1,1,1,1,1,73
"848",4,4,3,NA,4,4,3,2,4,3,2,1,2,4,4,4,5,5,1,1,1,1,1,2,2,50
"849",3,2,3,2,4,2,1,5,1,3,2,2,2,4,4,4,1,2,2,2,2,1,1,2,NA,51
"850",3,2,3,4,2,4,1,5,2,1,2,2,2,4,4,3,2,2,1,1,1,2,2,1,2,49
"851",3,3,3,2,3,2,1,5,2,3,1,1,1,4,4,4,2,1,1,1,2,1,3,2,2,64
"852",3,3,3,3,3,2,3,3,4,3,2,2,2,3,3,3,3,2,1,2,1,1,2,1,NA,74
"853",3,2,3,3,3,3,2,4,2,3,2,2,2,4,4,3,2,1,1,2,1,2,2,1,NA,26
"854",3,3,4,4,3,1,1,5,1,NA,2,2,2,3,3,3,4,3,1,1,1,2,2,2,NA,57
"855",4,2,5,4,NA,3,2,4,2,3,3,3,3,3,3,2,2,1,2,2,1,1,2,2,NA,70
"856",5,1,5,5,4,4,2,3,4,1,2,2,2,3,3,2,3,4,1,1,1,1,1,1,1,86
"857",4,2,4,5,4,2,2,4,2,2,2,3,3,3,4,4,3,2,1,1,1,1,1,2,1,44
"858",3,3,2,2,3,1,2,4,2,5,1,1,1,5,5,5,3,3,1,3,1,2,2,1,2,41
"859",3,4,4,5,2,2,2,4,2,4,1,1,1,4,4,4,4,5,3,2,1,1,1,1,NA,45
"860",2,1,2,2,2,2,1,5,5,3,4,4,4,1,1,1,2,3,1,2,2,3,2,2,1,61
"861",NA,NA,3,1,3,1,3,1,5,NA,2,2,2,4,3,3,1,4,1,1,1,1,1,2,2,35
"862",3,4,5,4,4,2,1,5,2,4,2,2,2,4,4,4,5,3,1,1,1,1,1,2,NA,55
"863",2,3,3,2,4,2,2,4,2,3,2,2,3,3,3,3,4,4,2,2,2,1,2,2,NA,65
"864",3,3,3,3,3,2,1,5,1,3,2,3,3,3,3,3,3,1,2,1,1,2,1,2,NA,57
"865",3,3,3,4,3,3,2,4,2,4,1,1,1,4,4,4,4,4,1,1,2,2,1,1,1,36
"866",3,4,4,4,4,2,2,3,2,5,2,2,2,5,4,4,5,4,2,1,1,1,1,2,NA,36
"867",2,3,3,1,4,1,1,5,1,3,2,2,2,5,5,5,4,1,1,1,NA,1,2,1,4,46
"868",3,1,1,1,3,2,2,5,2,3,2,3,3,3,2,3,3,3,1,1,1,2,1,2,NA,47
"869",3,4,4,4,4,2,1,5,1,3,1,1,1,4,4,4,3,1,1,1,1,1,2,2,NA,26
"870",1,3,3,3,1,2,1,5,1,3,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,NA
"871",3,1,3,1,1,1,3,4,5,1,2,3,3,1,3,2,3,3,1,2,1,1,1,2,1,73
"872",3,2,2,2,2,1,1,3,1,2,3,3,3,3,2,2,1,2,1,1,1,1,2,1,NA,24
"873",4,3,3,4,4,1,3,3,3,3,2,2,3,3,3,4,3,4,2,2,1,1,1,1,NA,40
"874",2,3,2,2,3,1,1,5,1,4,2,3,3,5,5,4,4,3,1,1,1,1,1,1,2,67
"875",3,1,5,3,5,1,2,4,4,1,2,2,2,3,1,3,2,1,1,1,1,1,3,1,1,67
"876",3,3,2,4,5,3,1,5,1,3,3,3,3,3,3,3,3,1,2,1,1,3,3,1,2,20
"877",3,2,4,3,2,3,1,5,1,1,4,4,4,1,1,1,1,3,2,1,1,2,3,2,10,16
"878",3,3,3,3,4,2,3,3,2,4,4,4,4,3,4,2,4,2,3,2,1,2,2,2,NA,57
"879",2,1,3,4,4,3,1,4,1,1,2,2,2,4,5,4,1,5,1,1,1,2,2,1,NA,69
"880",3,1,3,3,2,4,2,3,5,1,2,3,3,4,3,3,1,2,1,1,2,1,3,2,1,49
"881",4,1,3,5,3,3,2,4,2,1,2,2,2,3,3,3,1,3,2,2,2,2,2,1,1,78
"882",4,1,3,4,4,3,3,5,2,1,2,2,2,5,4,4,3,2,1,1,3,1,3,1,1,58
"883",3,2,NA,2,3,1,2,5,4,3,3,3,4,3,1,2,4,3,1,2,2,3,3,1,NA,38
"884",1,NA,NA,2,3,2,2,4,2,1,3,4,4,1,1,1,5,1,1,1,1,3,1,2,NA,41
"885",3,3,3,3,4,2,2,5,2,3,2,2,2,5,2,3,3,4,1,1,1,1,1,2,NA,67
"886",3,3,3,4,3,2,2,4,2,3,2,2,2,4,4,4,3,2,1,1,2,1,3,1,3,43
"887",3,1,3,2,1,2,1,5,1,4,2,2,2,3,1,1,4,3,2,1,1,1,1,1,NA,64
"888",4,1,4,3,2,1,2,4,2,4,2,4,2,2,2,2,1,1,1,1,1,1,1,1,2,50
"889",NA,2,2,3,4,2,1,5,1,3,2,2,2,4,3,4,4,1,1,1,1,1,2,1,NA,21
"890",4,1,2,2,5,4,1,5,2,5,3,3,3,3,1,1,3,4,1,1,1,1,1,2,NA,59
"891",NA,4,4,4,3,3,2,5,1,5,2,2,2,3,3,3,4,1,1,1,1,1,3,2,NA,25
"892",3,1,1,2,1,1,4,2,5,1,2,2,2,2,2,1,1,3,NA,NA,NA,NA,NA,2,NA,52
"893",3,2,3,3,4,2,2,4,2,3,2,2,2,3,2,3,3,3,1,1,1,1,1,1,2,71
"894",2,5,5,4,4,2,1,5,1,4,2,2,2,4,4,4,3,1,1,2,1,1,3,2,2,35
"895",5,3,4,4,3,3,2,4,3,2,3,3,3,3,3,2,3,4,1,1,1,2,1,2,1,60
"896",3,3,3,3,4,2,1,5,2,3,NA,NA,NA,3,5,5,4,4,1,1,1,1,2,2,NA,65
"897",2,2,3,3,2,1,2,5,2,3,1,1,1,5,5,4,5,1,1,1,3,1,3,2,2,77
"898",2,3,4,3,4,1,1,5,1,4,2,2,2,4,4,4,4,1,2,1,1,1,2,1,6,56
"899",3,1,4,4,3,4,1,5,2,3,1,1,2,4,4,4,3,3,2,1,2,2,2,2,1,66
"900",3,2,2,3,2,2,1,5,1,3,2,2,2,3,3,3,2,2,1,1,1,1,1,1,NA,51
"901",3,4,5,3,3,1,1,5,2,3,2,2,2,4,5,4,4,1,1,1,2,1,2,1,2,57
"902",3,4,4,4,5,2,2,4,2,3,2,3,3,4,3,4,5,2,2,1,2,1,1,2,3,70
"903",NA,3,3,4,4,2,1,5,1,3,1,1,1,4,4,4,2,1,1,1,2,2,3,2,NA,19
"904",3,1,4,1,5,2,1,5,2,3,2,2,2,5,3,3,1,3,1,1,1,1,1,1,NA,55
"905",2,3,4,3,4,3,1,5,1,5,2,2,2,5,4,4,3,1,1,1,3,2,3,1,2,29
"906",3,2,3,3,3,2,2,4,3,2,2,3,4,3,3,3,3,1,3,3,1,1,2,2,1,80
"907",3,4,5,3,3,5,1,1,1,3,2,2,2,4,3,3,3,2,1,1,1,1,1,2,2,66
"908",3,3,3,3,3,2,4,2,4,3,2,2,2,3,3,2,3,2,1,1,1,1,1,1,NA,61
"909",4,5,5,5,4,2,2,5,3,5,1,1,2,5,5,5,4,1,1,1,1,1,2,1,1,59
"910",3,2,3,3,2,4,1,5,3,2,2,2,2,3,3,3,2,1,2,3,2,1,2,2,NA,37
"911",4,NA,NA,NA,3,3,3,3,3,NA,3,3,3,3,3,4,1,2,2,1,2,1,1,2,1,88
"912",3,1,2,3,3,2,2,4,2,1,3,3,4,3,3,3,2,3,2,2,1,2,2,1,NA,67
"913",1,2,2,2,3,1,1,5,1,4,1,1,1,5,5,5,3,1,1,1,3,1,2,1,NA,22
"914",2,NA,2,3,3,2,1,5,2,3,2,2,2,4,4,4,3,1,1,1,2,1,3,1,2,68
"915",3,3,1,4,3,2,2,3,4,3,2,3,3,3,3,3,3,4,1,1,1,1,1,1,1,40
"916",3,4,5,4,3,2,1,4,2,3,2,2,2,4,4,4,3,1,1,1,2,1,1,2,3,48
"917",3,4,3,4,2,2,3,5,2,5,1,2,2,4,4,4,4,5,1,1,2,1,1,2,NA,45
"918",4,3,3,4,4,2,2,4,3,3,2,2,2,4,3,4,4,4,2,2,1,1,1,1,1,83
"919",4,3,4,4,4,4,1,5,2,3,1,1,3,4,5,4,4,4,2,2,1,1,1,1,1,31
"920",3,4,4,4,3,4,2,5,2,4,2,2,2,4,5,4,3,4,1,2,2,2,2,1,NA,37
"921",NA,NA,NA,3,4,2,4,5,5,NA,3,2,2,3,3,3,NA,5,1,NA,1,1,1,1,NA,61
"922",3,5,4,4,3,1,1,5,1,NA,1,1,1,4,5,5,4,2,1,1,1,1,2,2,1,15
"923",4,3,1,3,4,2,2,2,2,3,2,2,2,4,4,4,4,3,1,1,1,1,1,1,1,88
"924",1,3,3,3,4,2,1,5,1,4,1,1,2,4,3,5,3,1,1,1,1,1,2,2,2,17
"925",NA,1,1,1,1,1,2,4,2,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,NA,69
"926",3,2,2,2,2,1,1,5,2,4,2,2,2,4,4,4,3,3,1,1,1,1,3,2,NA,47
"927",5,3,5,5,4,2,2,4,2,2,2,2,2,4,4,4,4,1,1,1,1,1,3,1,1,49
"928",3,2,3,3,3,3,1,5,2,1,2,2,2,4,3,3,2,1,1,1,1,1,2,1,NA,32
"929",4,1,3,3,3,3,1,5,1,2,2,2,2,4,2,2,1,1,1,1,2,1,2,2,1,58
"930",3,2,3,3,3,2,1,5,1,3,2,2,2,4,3,4,1,3,1,1,2,1,1,1,NA,46
"931",2,5,5,1,1,5,2,4,1,5,4,4,4,1,1,1,5,3,1,1,3,1,3,2,NA,63
"932",3,1,3,3,3,3,1,5,1,1,2,2,2,5,4,4,4,3,2,1,2,1,1,2,1,44
"933",3,1,3,4,5,3,1,5,2,3,2,1,2,5,5,5,3,1,1,1,2,1,2,2,3,72
"934",3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,5,2,3,2,2,1,2,NA,72
"935",2,3,3,2,3,2,1,5,1,5,2,2,2,2,4,3,3,2,1,1,1,1,1,2,NA,34
"936",3,3,4,4,4,3,2,4,4,3,2,2,2,4,4,4,5,3,2,1,1,1,1,2,NA,60
"937",3,1,1,1,1,1,1,5,2,1,3,3,4,2,1,1,1,3,1,2,1,1,1,1,NA,56
"938",2,3,4,2,3,1,1,5,1,4,2,2,2,4,4,3,3,2,1,1,3,2,2,2,2,43
"939",3,1,1,1,1,4,1,3,5,2,2,2,2,4,4,4,1,2,3,1,1,1,2,1,NA,34
"940",NA,3,2,5,5,NA,3,3,3,3,2,2,2,3,5,5,1,1,NA,NA,NA,NA,NA,2,NA,61
"941",NA,NA,NA,1,3,1,2,4,2,NA,3,4,4,2,2,1,1,1,1,2,2,1,3,1,NA,40
"942",3,2,3,2,2,4,2,5,3,2,2,3,3,4,3,4,3,3,1,2,1,1,2,1,NA,67
"943",4,3,4,4,3,3,1,5,3,2,3,3,4,2,3,2,3,2,1,1,1,1,1,2,1,76
"944",3,1,3,3,4,1,1,5,1,3,2,2,2,3,4,4,2,4,1,1,2,1,2,2,NA,80
"945",3,3,3,3,3,1,1,5,1,2,1,1,1,4,5,5,4,3,1,1,2,2,3,2,NA,30
"946",4,2,2,3,3,2,2,4,2,3,2,2,2,3,3,3,3,1,2,2,1,2,1,2,1,37
"947",3,3,3,3,3,2,1,3,1,3,2,2,1,3,4,5,1,3,1,1,1,1,1,2,NA,35
"948",3,3,3,4,4,2,2,5,5,3,2,2,2,4,4,4,5,4,1,2,1,2,2,1,1,56
"949",2,2,3,2,3,2,1,5,2,4,2,2,2,4,5,5,3,2,1,1,1,1,2,1,2,28
"950",3,NA,4,3,3,3,1,5,2,3,1,1,1,3,5,4,4,1,1,1,1,1,2,1,6,56
"951",4,1,3,4,4,3,2,3,4,1,2,2,2,3,3,3,2,3,2,2,1,1,2,1,1,79
"952",3,1,1,1,5,3,1,5,1,1,4,4,4,3,3,1,1,1,1,1,1,2,1,2,NA,51
"953",3,5,5,4,4,4,1,5,2,4,2,2,2,4,5,5,5,5,2,1,3,3,1,2,NA,41
"954",3,3,3,4,3,3,2,4,2,3,2,2,2,2,3,3,4,2,1,1,1,1,1,1,NA,48
"955",4,3,5,5,5,3,2,4,2,4,1,1,1,4,4,4,3,5,1,2,1,1,1,1,2,70
"956",3,2,4,4,4,3,1,5,3,5,2,2,2,3,4,3,4,4,1,1,1,1,1,2,2,57
"957",4,1,3,2,5,2,3,3,2,2,2,2,4,3,3,3,1,3,1,2,1,1,2,2,1,68
"958",3,1,3,4,3,2,2,3,3,4,2,2,2,3,3,3,3,4,1,1,1,1,1,2,1,73
"959",1,2,3,3,3,3,1,5,1,4,1,1,1,4,4,4,3,1,1,1,1,1,1,2,2,33
"960",2,3,3,2,4,2,1,5,1,NA,2,2,2,4,4,4,4,1,1,2,2,2,3,2,2,47
"961",3,2,2,4,3,2,2,5,2,3,2,2,2,4,4,4,3,2,1,1,1,1,2,1,5,70
"962",2,4,1,4,4,4,1,5,1,4,3,3,2,5,5,5,2,3,2,1,1,1,1,1,2,38
"963",3,4,4,2,2,4,1,5,1,4,2,2,2,3,5,5,3,3,1,1,1,2,3,2,2,37
"964",3,1,1,2,4,4,2,4,2,1,2,2,2,3,3,3,1,1,1,1,2,1,3,1,NA,63
"965",NA,3,3,2,2,1,1,5,1,NA,4,4,4,1,1,1,1,1,2,2,1,1,2,2,NA,39
"966",3,2,4,2,4,1,1,4,1,1,2,1,2,5,1,5,3,1,1,1,1,1,2,1,NA,80
"967",5,NA,4,4,5,2,3,4,4,2,4,4,4,1,1,1,1,2,1,1,1,3,1,2,1,70
"968",NA,NA,5,3,3,2,1,5,1,NA,NA,NA,NA,4,5,5,4,1,1,1,1,1,3,2,NA,42
"969",3,4,4,4,3,2,1,5,1,3,2,3,2,3,3,3,4,3,2,2,2,2,3,2,NA,27
"970",3,4,3,4,5,2,1,4,2,4,2,2,3,4,4,4,4,2,2,1,1,1,1,1,NA,65
"971",3,3,3,2,3,3,2,4,2,3,3,3,2,2,2,2,1,3,2,2,1,2,3,1,2,16
"972",NA,3,3,3,3,2,2,5,2,NA,2,2,2,3,2,3,3,1,1,1,1,1,2,2,NA,18
"973",3,NA,2,1,3,1,1,5,1,5,1,1,1,5,5,4,3,1,1,2,1,1,3,1,NA,42
"974",3,4,2,2,5,1,2,4,2,1,1,2,2,5,5,4,2,1,1,1,1,1,1,1,NA,77
"975",NA,3,3,4,3,2,2,4,2,2,1,1,1,4,4,4,4,1,2,2,2,1,2,2,NA,36
"976",2,3,3,2,3,1,1,5,1,4,1,1,1,4,4,4,3,4,1,2,3,2,2,2,2,49
"977",4,1,3,2,3,1,1,5,3,2,2,2,2,3,2,2,3,4,2,1,1,1,2,2,NA,61
"978",1,1,3,1,3,1,2,5,2,NA,1,1,1,4,4,3,3,4,1,1,1,1,3,2,2,45
"979",3,3,3,3,2,1,1,5,1,3,2,2,2,4,4,4,4,3,1,1,2,1,1,2,NA,55
"980",3,3,3,4,3,2,3,4,4,3,2,2,2,4,3,4,4,4,1,1,1,1,2,1,1,63
